VILLE_3;CHAT;CHIEN;VILLE;VILLE_2;COORDONNEES;LON;LAT;CODE POSTAL;CODE INSEE
COMBOURG;408;1340;Combourg;comboug;[-1.74519435019425, 48.40835608052796];-1.74519435;48.40835608;35270;35085
COMBOURTILLE;31;81;Combourtillé;combourtille;[-1.264624498925853, 48.26595077184872];-1.264624499;48.26595077;35210;35086
COMBOVIN;26;128;Combovin;combovin;[5.107713137435212, 44.85851001288011];5.107713137;44.85851001;26120;26100
COMBRAILLES;7;43;Combrailles;combrailles;[2.641577822792219, 45.84085539545565];2.641577823;45.8408554;63380;63115
COMBRAND;23;191;Combrand;combrand;[-0.6956320675822291, 46.863971819164334];-0.695632068;46.86397182;79140;79096
COMBRAY;11;34;Combray;combray;[-0.44569692909858705, 48.94614210488304];-0.445696929;48.9461421;14220;14171
COMBRE;60;200;Combre;combre;[4.263529499999644, 46.0218651012315];4.2635295;46.0218651;42840;42068
COMBREE;46;306;;combree;[-1.020701097363249, 47.70716286591595];-1.020701097;47.70716287;49520;49103
COMBRESSOL;25;85;Combressol;combressol;[2.165135664171107, 45.46879766522917];2.165135664;45.46879767;19250;19058
COMBRES-SOUS-LES-COTES;8;20;Combres-sous-les-Côtes;combres les cotes;[5.622187353876745, 49.060064851040714];5.622187354;49.06006485;55160;55121
COMBRET;5;79;Combret;combret;[2.684830033932025, 43.84063394172297];2.684830034;43.84063394;12370;12069
COMBREUX;50;307;Combreux;combreux;[2.3082938777625372, 47.9564996872483];2.308293878;47.95649969;45530;45101
COMBRIMONT;7;16;Combrimont;combrimont;[7.075668217503205, 48.27435573311841];7.075668218;48.27435573;88490;88113
COMBRIT;470;507;Combrit;combrit;[-4.164149975591511, 47.88685977020543];-4.164149976;47.88685977;29120;29037
COMBRONDE;193;398;Combronde;combronde;[3.080634235978529, 45.98581713611919];3.080634236;45.98581714;63460;63116
COMBS-LA-VILLE;2167;1585;Combs-la-Ville;combs la ville;[2.575169162689587, 48.65790863099657];2.575169163;48.65790863;77380;77122
COMIAC;19;43;;comiac;[1.994909791906479, 44.947670837246655];1.994909792;44.94767084;46190;46071
COMIGNE;30;99;Comigne;comigne;[2.585515351371458, 43.165669331374644];2.585515351;43.16566933;11700;11095
COMINES;775;1604;Comines;comines;[3.016794774047043, 50.74974204216007];3.016794774;50.74974204;59560;59152
COMMARIN;16;167;Commarin;commarin;[4.653141814070369, 47.249552597900966];4.653141814;47.2495526;21320;21187
COMMEAUX;3;20;Commeaux;commeaux;[-0.098717751371606, 48.788453795454956];-0.098717751;48.7884538;61200;61114
COMMELLE;55;276;;commelle;[5.231619208643283, 45.4350654984369];5.231619209;45.4350655;38260;38121
COMMELLE-VERNAY;119;313;Commelle-Vernay;comelle vernay;[4.060038859568843, 45.99480070202206];4.06003886;45.9948007;42120;42069
COMMENAILLES;40;316;Commenailles;comenailles;[5.437180448005447, 46.80559257333988];5.437180448;46.80559257;39140;39160
COMMENCHON;15;40;Commenchon;commenchon;[3.150954373489312, 49.64169133768535];3.150954373;49.64169134;2300;2207
COMMENSACQ;78;154;Commensacq;commensacq;[-0.8306076026192001, 44.21288911829915];-0.830607603;44.21288912;40210;40085
COMMENTRY;428;1353;Commentry;commentry;[2.74916734673348, 46.27874668518381];2.749167347;46.27874669;3600;3082
COMMENY;65;54;Commeny;commeny;[1.888004694168956, 49.12658053498111];1.888004694;49.12658053;95450;95169
COMMEQUIERS;215;659;Commequiers;commequiers;[-1.82534079642134, 46.76747522315661];-1.825340796;46.76747522;85220;85071
COMMER;52;267;Commer;commer;[-0.6202454845031461, 48.235239107157625];-0.620245485;48.23523911;53470;53072
COMMERCY;362;520;Commercy;commercy;[5.556314286994703, 48.74624457219773];5.556314287;48.74624457;55200;55122
COMMERVEIL;15;47;Commerveil;commerveil;[0.354313309980186, 48.314198719788585];0.35431331;48.31419872;72600;72086
COMMES;38;75;Commes;commes;[-0.7390116558561061, 49.334999930392556];-0.739011656;49.33499993;14520;14172
COMMUNAY;413;415;Communay;commuanay;[4.838634403742419, 45.59816021152755];4.838634404;45.59816021;69360;69272
COMPAINS;6;55;Compains;compains;[2.924625644855491, 45.436446351837546];2.924625645;45.43644635;63610;63117
COMPAINVILLE;2;56;Compainville;compainville;[1.5597522823155971, 49.65845592532258];1.559752282;49.65845593;76440;76185
COMPERTRIX;102;107;Compertrix;compertrix;[4.325794277721281, 48.928089291130576];4.325794278;48.92808929;51510;51160
COMPEYRE;37;117;Compeyre;compeyre;[3.102741068190319, 44.175783776990805];3.102741068;44.17578378;12520;12070
COMPIEGNE;4392;3510;Compiègne;compiegne;[2.853172493627737, 49.39906014783677];2.853172494;49.39906015;60200;60159
COMPIGNY;17;41;Compigny;compigny;[3.279659513875383, 48.36715272395965];3.279659514;48.36715272;89140;89115
COMPOLIBAT;7;103;Compolibat;compolibat;[2.186396041604451, 44.379346845468255];2.186396042;44.37934685;12350;12071
COMPREGNAC;15;63;Comprégnac;compregnac;[2.979619130910658, 44.096478368374854];2.979619131;44.09647837;12100;12072
COMPREIGNAC;155;661;Compreignac;compreignac;[1.2816184001155801, 45.99740675851647];1.2816184;45.99740676;87140;87047
COMPS;220;484;Comps;comps;[5.104569798795856, 44.551787572432154];5.104569799;44.55178757;26220;26101
COMPS-LA-GRAND-VILLE;40;164;Comps-la-Grand-Ville;comps la grand ville;[2.569114084481606, 44.22419670020903];2.569114084;44.2241967;12120;12073
COMPS-SUR-ARTUBY;30;85;Comps-sur-Artuby;combs sur artuby;[6.502931856590899, 43.703552010682486];6.502931857;43.70355201;83840;83044
COMUS;3;4;Comus;comus;[1.888640240453123, 42.82844378705471];1.88864024;42.82844379;11340;11096
CONAN;11;129;Conan;conan;[1.2979358234197051, 47.74091808705367];1.297935823;47.74091809;41290;41057
CONAND;16;27;Conand;conand;[5.475413289811691, 45.88348108459572];5.47541329;45.88348108;1230;1111
CONAT;3;39;Conat;conat;[2.338999506182708, 42.61694006510957];2.338999506;42.61694007;66500;66054
CONCA;33;122;Conca;conca;[9.330311865111108, 41.753081312395295];9.330311865;41.75308131;20135;2A092
CONCARNEAU;2468;2724;Concarneau;concarneau;[-3.907168718207884, 47.896626000262756];-3.907168718;47.896626;29900;29039
CONCEVREUX;17;68;Concevreux;concevreux;[3.788304461607721, 49.37644786480234];3.788304462;49.37644786;2160;2208
CONCEZE;33;125;Concèze;conceze;[1.337715624634094, 45.36040323520778];1.337715625;45.36040324;19350;19059
CONCHES-SUR-GONDOIRE;202;185;Conches-sur-Gondoire;conches sur gondoire;[2.719232467910426, 48.85756810359686];2.719232468;48.8575681;77600;77124
CONCHEZ-DE-BEARN;12;23;Conchez-de-Béarn;conchez de bearn;[-0.168607821774297, 43.5463908439704];-0.168607822;43.54639084;64330;64192
CONCHIL-LE-TEMPLE;47;306;Conchil-le-Temple;conchil le temple;[1.674967829795283, 50.367540664108915];1.67496783;50.36754066;62180;62233
CONCHY-LES-POTS;42;156;Conchy-les-Pots;conchy les pots;[2.73630966072027, 49.60731683377483];2.736309661;49.60731683;60490;60160
CONCHY-SUR-CANCHE;6;60;Conchy-sur-Canche;conchy sur canche;[2.1917624041445922, 50.293294341342204];2.191762404;50.29329434;62270;62234
CONCORES;59;76;Concorès;concores;[1.390900158949148, 44.66729510543837];1.390900159;44.66729511;46310;46072
CONCORET;41;196;Concoret;concoret;[-2.208533722699216, 48.06588772585916];-2.208533723;48.06588773;56430;56043
CONCOTS;77;132;Concots;concots;[1.642897652195288, 44.39665125841461];1.642897652;44.39665126;46260;46073
CONCOULES;10;68;Concoules;concoules;[3.9456724542592063, 44.37427379099697];3.945672454;44.37427379;30450;30090
CONCOURSON-SUR-LAYON;0;1;;concurson sur layon;[-0.35057320879254705, 47.17381155782829];-0.350573209;47.17381156;49700;49104
CONCREMIERS;44;128;Concremiers;concremiers;[1.015918873639528, 46.59399534571403];1.015918874;46.59399535;36300;36058
CONCRESSAULT;22;61;Concressault;concressault;[2.569732307439651, 47.49147712229595];2.569732307;47.49147712;18260;18070
CONCRIERS;12;41;Concriers;concriers;[1.482518082874568, 47.777737714384315];1.482518083;47.77773771;41370;41058
CONDAC;47;196;Condac;condac;[0.22792550368882303, 46.028495801956055];0.227925504;46.0284958;16700;16104
CONDAL;19;191;Condal;condal;[5.282165759140292, 46.46471265080861];5.282165759;46.46471265;71480;71143
CONDAMINE;37;105;Condamine;condamine;[5.434930446937304, 46.64990518797111];5.434930447;46.64990519;39570;39162
CONDAT;82;302;Condat;condat;[1.6703603084787342, 44.991672880696015];1.670360308;44.99167288;46110;46074
CONDAT-EN-COMBRAILLE;51;206;Condat-en-Combraille;condat en combraille;[2.566008592591867, 45.862180831424986];2.566008593;45.86218083;63380;63118
CONDAT-LES-MONTBOISSIER;16;44;Condat-lès-Montboissier;condat les montboissier;[3.477888951350009, 45.55777361331151];3.477888951;45.55777361;63490;63119
CONDAT-SUR-GANAVEIX;42;206;Condat-sur-Ganaveix;condat s/ganaveix;[1.598893051417124, 45.48247738029831];1.598893051;45.48247738;19140;19060
CONDAT-SUR-TRINCOU;24;128;Condat-sur-Trincou;condat sur trincou;[0.7158432121317541, 45.367416488596476];0.715843212;45.36741649;24530;24129
CONDAT-SUR-VEZERE;47;177;Condat-sur-Vézère;condat sur vezere;[1.2290627140851171, 45.106427391187594];1.229062714;45.10642739;24570;24130
CONDAT-SUR-VIENNE;476;716;Condat-sur-Vienne;condat sur vienne;[1.240083386203682, 45.78332608008756];1.240083386;45.78332608;87920;87048
CONDE;30;72;Condé;conde;[1.9870642664352, 46.88546589771019];1.987064266;46.8854659;36100;36059
CONDEAU;19;77;;condeau;[0.825004705015111, 48.37175720009015];0.825004705;48.3717572;61110;61115
CONDECOURT;74;80;Condécourt;condecourt;[1.93659110856911, 49.03756479362295];1.936591109;49.03756479;95450;95170
CONDE-EN-BRIE;57;108;Condé-en-Brie;conde en brie;[3.561169999619094, 49.001610175344304];3.56117;49.00161018;2330;2209
CONDE-FOLIE;78;293;Condé-Folie;conde folie;[2.021152714910003, 50.00366921394191];2.021152715;50.00366921;80890;80205
CONDEISSIAT;42;152;Condeissiat;condeissiat;[5.084371717006721, 46.15384698337439];5.084371717;46.15384698;1400;1113
CONDE-LES-AUTRY;0;18;Condé-lès-Autry;conde les autry;[4.855495432988575, 49.24519726488697];4.855495433;49.24519726;8250;8128
CONDE-LES-HERPY;19;44;Condé-lès-Herpy;conde les herpy;[4.197954340465825, 49.54250269084987];4.19795434;49.54250269;8360;8126
CONDEON;38;194;Condéon;condeon;[-0.134853631145672, 45.40116436183701];-0.134853631;45.40116436;16360;16105
CONDES;20;59;Condes;condes;[5.1432486123256425, 48.1420892134721];5.143248612;48.14208921;52000;52141
CONDE-SAINTE-LIBIAIRE;207;286;Condé-Sainte-Libiaire;conde saint libiaire;[2.83639912670545, 48.89858827586808];2.836399127;48.89858828;77450;77125
CONDE-SUR-AISNE;28;70;Condé-sur-Aisne;conde sur aisne;[3.465715910870227, 49.40075528281474];3.465715911;49.40075528;2370;2210
CONDE-SUR-HUISNE;55;208;;conde  sur l huisne;[0.8647066103385801, 48.379352912188125];0.86470661;48.37935291;61110;61116
CONDE-SUR-ITON;145;244;;conde iton;[0.9671383217924511, 48.828879984071435];0.967138322;48.82887998;27160;27166
CONDE-SUR-L'ESCAUT;374;1235;Condé-sur-l'Escaut;coande sur l'escaut;[3.605890879778392, 50.46786120366327];3.60589088;50.4678612;59163;59153
CONDE-SUR-MARNE;71;87;Condé-sur-Marne;conde sur marne;[4.180392669363243, 49.04655943643557];4.180392669;49.04655944;51150;51161
CONDE-SUR-NOIREAU;188;489;;cond2 sur noireau;[-0.5625046764967381, 48.84969851152339];-0.562504676;48.84969851;14110;14174
CONDE-SUR-RISLE;52;163;Condé-sur-Risle;conde sur isle;[0.608409242024021, 49.307600892827246];0.608409242;49.30760089;27290;27167
CONDE-SUR-SARTHE;163;288;Condé-sur-Sarthe;conde sur sarthe;[0.033505963995083, 48.433988803558385];0.033505964;48.4339888;61250;61117
CONDE-SUR-SEULLES;14;58;Condé-sur-Seulles;conde sur seulles;[-0.641273751305755, 49.221136570117174];-0.641273751;49.22113657;14400;14175
CONDE-SUR-SUIPPE;24;46;Condé-sur-Suippe;conde sur suippe;[3.944984490271521, 49.41383703266813];3.94498449;49.41383703;2190;2211
CONDE-SUR-VESGRE;218;520;Condé-sur-Vesgre;conde ssur vesgre;[1.673727218412957, 48.7324954071097];1.673727218;48.73249541;78113;78171
CONDE-SUR-VIRE;246;606;Condé-sur-Vire;conde sur vire;[-1.024538683085265, 49.05405468449544];-1.024538683;49.05405468;50890;50139
CONDETTE;1069;334;Condette;condette;[1.639462144317783, 50.64992725371653];1.639462144;50.64992725;62360;62235
CONDILLAC;7;39;Condillac;condillac;[4.827802345447351, 44.63880379835372];4.827802345;44.6388038;26740;26102
CONDOM;0;1;;condom;[0.374186827133674, 43.97169683326255];0.374186827;43.97169683;32100;32107
CONDOM-D'AUBRAC;2;49;Condom-d'Aubrac;condom d aubrac;[2.880731752350499, 44.605429597303626];2.880731752;44.6054296;12470;12074
CONDORCET;24;124;Condorcet;condorcet;[5.178569155128508, 44.41502165258376];5.178569155;44.41502165;26110;26103
CONDREN;43;105;Condren;condren;[3.277266321354643, 49.63702361671387];3.277266321;49.63702362;2700;2212
CONDRIEU;241;419;Condrieu;condrieu;[4.756710751641569, 45.474308381761396];4.756710752;45.47430838;69420;69064
CONFLANDEY;12;61;Conflandey;conflandey;[6.035157711305427, 47.73230251896822];6.035157711;47.73230252;70170;70167
CONFLANS-EN-JARNISY;219;371;Conflans-en-Jarnisy;conflain en jarnisy;[5.847971972604369, 49.168420311267425];5.847971973;49.16842031;54800;54136
CONFLANS-SAINTE-HONORINE;3753;2555;Conflans-Sainte-Honorine;conflans ste honorine;[2.099071905203418, 49.00010078226905];2.099071905;49.00010078;78700;78172
CONFLANS-SUR-ANILLE;23;146;Conflans-sur-Anille;conflans sur anille;[0.72683415043051, 47.972229380344274];0.72683415;47.97222938;72120;72087
CONFLANS-SUR-LANTERNE;22;121;Conflans-sur-Lanterne;conflans sur lanterne;[6.213813999104837, 47.8103436931872];6.213813999;47.81034369;70800;70168
CONFLANS-SUR-LOING;38;62;Conflans-sur-Loing;conflans / loing;[2.776606418990557, 47.94594514831375];2.776606419;47.94594515;45700;45102
CONFLANS-SUR-SEINE;36;113;Conflans-sur-Seine;comflans sur seine;[3.682998932209584, 48.54817869505593];3.682998932;48.5481787;51260;51162
CONFOLENS;156;490;Confolens;confolens;[0.658522279034625, 46.0191386034424];0.658522279;46.0191386;16500;16106
CONFOLENT-PORT-DIEU;1;15;Confolent-Port-Dieu;cofolent port dieu;[2.498496242367608, 45.536477332533856];2.498496242;45.53647733;19200;19167
CONFORT;53;78;Confort;confort;[5.8331939525810235, 46.15437001564589];5.833193953;46.15437002;1200;1114
CONFORT-MEILARS;84;131;Confort-Meilars;comfort meilars;[-4.434876496083109, 48.05555037145197];-4.434876496;48.05555037;29790;29145
CONFRACOURT;10;54;Confracourt;confracourt;[5.888670292464476, 47.67386368725105];5.888670292;47.67386369;70120;70169
CONFRANCON;94;451;Confrançon;confrancon;[5.057752178925892, 46.2703041749806];5.057752179;46.27030417;1310;1115
CONGENIES;210;380;Congénies;congenies;[4.158812364615749, 43.775256398090534];4.158812365;43.7752564;30111;30091
CONGERVILLE-THIONVILLE;11;24;Congerville-Thionville;congerville thionville;[1.990879045057207, 48.38276434043114];1.990879045;48.38276434;91740;91613
CONGE-SUR-ORNE;39;122;Congé-sur-Orne;conge sur orne;[0.25479330743842105, 48.20957760092618];0.254793307;48.2095776;72290;72088
CONGIS-SUR-THEROUANNE;176;221;Congis-sur-Thérouanne;comgis sur therouanne;[2.9784785844374673, 49.012534169807026];2.978478584;49.01253417;77440;77126
CONGRIER;34;218;Congrier;congrier;[-1.124836883724743, 47.802801925978656];-1.124836884;47.80280193;53800;53073
CONGY;29;51;Congy;congy;[3.8182866831494433, 48.87048891110585];3.818286683;48.87048891;51270;51163
CONILHAC-CORBIERES;93;213;Conilhac-Corbières;conilhac corbieres;[2.715727551815135, 43.184765413209135];2.715727552;43.18476541;11200;11098
CONILHAC-DE-LA-MONTAGNE;3;18;;conilhac de la montagne;[2.205249852857398, 42.979086770528816];2.205249853;42.97908677;11190;11097
CONJUX;19;32;Conjux;conjux;[5.823003145258759, 45.79349293248594];5.823003145;45.79349293;73310;73091
CONLIE;127;272;Conlie;conlie;[-0.012674445037494, 48.12229467210653];-0.012674445;48.12229467;72240;72089
CONLIEGE;56;107;Conliège;coniege;[5.611091059256188, 46.651372497947165];5.611091059;46.6513725;39570;39164
CONNAC;10;33;Connac;connac;[2.594545345971143, 44.02039970405307];2.594545346;44.0203997;12170;12075
CONNANGLES;36;537;Connangles;connangles;[3.64574676640568, 45.29887969436425];3.645746766;45.29887969;43160;43076
CONNANTRAY-VAUREFROY;4;59;Connantray-Vaurefroy;connantray vaurefroy;[4.066858510548428, 48.7387596620806];4.066858511;48.73875966;51230;51164
CONNANTRE;88;197;Connantre;connante;[3.911962814868427, 48.73833486455698];3.911962815;48.73833486;51230;51165
CONNAUX;165;359;Connaux;connaux;[4.599245443779834, 44.076916423078416];4.599245444;44.07691642;30330;30092
CONNE-DE-LABARDE;17;74;Conne-de-Labarde;conne de labarde;[0.553346911348606, 44.78176760246159];0.553346911;44.7817676;24560;24132
CONNELLES;24;56;Connelles;connelles;[1.276199838239002, 49.260481000439306];1.276199838;49.260481;27430;27168
CONNERRE;211;1041;Connerré;connere;[0.46797728124908405, 48.050744750570665];0.467977281;48.05074475;72160;72090
CONNEZAC;4;21;Connezac;connezac;[0.5303854300727591, 45.5150974832436];0.53038543;45.51509748;24300;24131
CONNIGIS;40;63;Connigis;connigis;[3.532872826714626, 49.03593639321486];3.532872827;49.03593639;2330;2213
CONQUEREUIL;47;255;Conquereuil;conquereuil;[-1.762228163962783, 47.64885190775954];-1.762228164;47.64885191;44290;44044
CONQUES;21;50;;conques;[2.420164334096142, 44.595247300152955];2.420164334;44.5952473;12320;12076
CONQUES-SUR-ORBIEL;241;1162;Conques-sur-Orbiel;conques sur orbiel;[2.384457204672222, 43.284210837946766];2.384457205;43.28421084;11600;11099
CONQUEYRAC;7;25;Conqueyrac;concqueyrac;[3.9063495221926012, 43.93826394100784];3.906349522;43.93826394;30170;30093
CONSAC;17;97;Consac;consac;[-0.588917528415238, 45.4182495785787];-0.588917528;45.41824958;17150;17116
CONSEGUDES;6;28;Conségudes;consegudes;[7.045036708873292, 43.84069572177812];7.045036709;43.84069572;6510;6047
CONSENVOYE;21;44;Consenvoye;consenvoye;[5.311259637973656, 49.295588080406525];5.311259638;49.29558808;55110;55124
CONSIGNY;4;14;Consigny;consigny;[5.4113547165249525, 48.16540755685458];5.411354717;48.16540756;52700;52142
CONS-LA-GRANDVILLE;50;55;Cons-la-Grandville;cons la grandville;[5.701141357232324, 49.48560903719703];5.701141357;49.48560904;54870;54137
CONSOLATION-MAISONNETTES;0;24;Consolation-Maisonnettes;consolation maisonettes;[6.602757818437491, 47.15457710766393];6.602757818;47.15457711;25390;25161
CONS-SAINTE-COLOMBE;0;1;;cons sainte colombre;[6.331855886173662, 45.74297485005477];6.331855886;45.74297485;74210;74084
CONTALMAISON;8;25;Contalmaison;contalmaison;[2.735620692271777, 50.029385730341055];2.735620692;50.02938573;80300;80206
CONTAMINE-SARZIN;96;143;Contamine-Sarzin;contamine sarzin;[5.981484862239316, 46.02162391208676];5.981484862;46.02162391;74270;74086
CONTAULT;9;17;Contault;contault;[4.787665870986361, 48.915677100956884];4.787665871;48.9156771;51330;51166
CONTAY;26;98;Contay;contay;[2.468103586168283, 50.00982139090429];2.468103586;50.00982139;80560;80207
CONTE;2;11;Conte;conte;[6.007756777623992, 46.749632639638186];6.007756778;46.74963264;39300;39165
CONTES;671;1267;Contes;contes;[1.961636900949468, 50.416680822572175];1.961636901;50.41668082;62990;62236
CONTESCOURT;2;12;Contescourt;contescourt;[3.2342835073651792, 49.79169346029837];3.234283507;49.79169346;2680;2214
CONTEVILLE;145;435;Conteville;conteville;[2.054145993183023, 49.65344711533362];2.054145993;49.65344712;60360;60161
CONTEVILLE-EN-TERNOIS;4;29;Conteville-en-Ternois;conteville en ternois;[2.328794324115996, 50.43298448638447];2.328794324;50.43298449;62130;62238
CONTEVILLE-LES-BOULOGNE;80;96;Conteville-lès-Boulogne;conteville les boulogne;[1.729749423821427, 50.744132102056284];1.729749424;50.7441321;62126;62237
CONTHIL;15;133;Conthil;conthil;[6.664006383261795, 48.89167476572512];6.664006383;48.89167477;57340;57151
CONTIGNE;184;229;;contigne;[-0.5021720772765871, 47.72671528546997];-0.502172077;47.72671529;49330;49105
CONTIGNY;39;407;Contigny;contigny;[3.314837810413392, 46.346371110240334];3.31483781;46.34637111;3500;3083
CONTILLY;10;31;Contilly;contilly;[0.35872391286042704, 48.413032549044736];0.358723913;48.41303255;72600;72091
CONTINVOIR;42;107;Continvoir;continvoir;[0.235916489801951, 47.367971368825216];0.23591649;47.36797137;37340;37082
CONTOIRE;2;9;;contoire;[2.555457177497721, 49.7265282008098];2.555457177;49.7265282;80500;80209
CONTRAZY;0;23;Contrazy;contrazy;[1.2069599839774, 43.05787876959132];1.206959984;43.05787877;9230;9098
CONTRE;35;76;Contre;contre;[-0.26136337868901705, 46.012247855442794];-0.261363379;46.01224786;17470;17117
CONTREGLISE;10;48;Contréglise;contreglise;[6.029514114654992, 47.84136616130232];6.029514115;47.84136616;70160;70170
CONTREMOULINS;13;72;Contremoulins;contremoulins;[0.437780709173388, 49.724598875658295];0.437780709;49.72459888;76400;76187
CONTRES;259;899;Contres;contres;[1.436213646550909, 47.42104550264346];1.436213647;47.4210455;41700;41059
CONTREUVE;14;14;Contreuve;contreuve;[4.6155956713685615, 49.3619911597969];4.615595671;49.36199116;8400;8130
CONTREVOZ;67;102;Contrevoz;contrevoz;[5.620877681588748, 45.800940307063684];5.620877682;45.80094031;1300;1116
CONTREXEVILLE;174;340;Contrexéville;contrexeville;[5.893579998789888, 48.1854408112641];5.893579999;48.18544081;88140;88114
CONTRIERES;15;111;;contriere;[-1.429235588986014, 48.986220069830566];-1.429235589;48.98622007;50660;50140
CONTRISSON;75;120;Contrisson;contrisson;[4.955871246007552, 48.80305998384928];4.955871246;48.80305998;55800;55125
CONTY;172;405;Conty;conty;[2.144586842664059, 49.75033804717728];2.144586843;49.75033805;80160;80211
CONZIEU;36;44;Conzieu;conzieu;[5.604423510426586, 45.72531021732825];5.60442351;45.72531022;1300;1117
COOLE;5;37;Coole;coole;[4.391644519573545, 48.73927595112395];4.39164452;48.73927595;51320;51167
COQUAINVILLIERS;65;169;Coquainvilliers;coquainvilliers;[0.19731511705829102, 49.202460004633856];0.197315117;49.20246;14130;14177
COQUELLES;134;276;Coquelles;cocquelles;[1.8141163061260892, 50.929612545021804];1.814116306;50.92961255;62231;62239
CORANCY;71;159;Corancez;corancey;[3.9598787626226772, 47.10625617452236];3.959878763;47.10625617;58120;58082
CORAY;136;474;Coray;coray;[-3.855083063664172, 48.06587098852967];-3.855083064;48.06587099;29370;29041
CORBARA;47;118;Corbara;corbara;[8.901652271259989, 42.61713803368019];8.901652271;42.61713803;20256;2B093
CORBARIEU;135;275;Corbarieu;corbarieu;[1.381259633071948, 43.94124241286803];1.381259633;43.94124241;82370;82044
CORBAS;680;748;Corbas;corbas;[4.9084394921477426, 45.66804987110625];4.908439492;45.66804987;69960;69273
CORBEHEM;126;312;Corbehem;corbehem;[3.047761885401943, 50.335126123174476];3.047761885;50.33512612;62112;62240
CORBEIL;280;114;Corbeil;corbeil;[4.4358586102678474, 48.57370412200505];4.43585861;48.57370412;51320;51169
CORBEIL-CERF;29;99;Corbeil-Cerf;corbeil cerf;[2.110612986973146, 49.27725324267851];2.110612987;49.27725324;60110;60162
CORBEIL-ESSONNES;3209;2768;Corbeil-Essonnes;corbeil essonnes;[2.469340790015083, 48.6034809251223];2.46934079;48.60348093;91100;91174
CORBEILLES;108;279;Corbeilles;corbeilles;[2.559618707728331, 48.074569313531526];2.559618708;48.07456931;45490;45103
CORBEL;15;36;Corbel;corbel;[5.828650978453262, 45.439255259959374];5.828650978;45.43925526;73160;73092
CORBELIN;121;520;Corbelin;corbelin;[5.552714993176241, 45.602419208826326];5.552714993;45.60241921;38630;38124
CORBENAY;75;206;Corbenay;corbenay;[6.333191482049987, 47.895841447739016];6.333191482;47.89584145;70320;70171
CORBENY;53;126;Corbeny;corbeny;[3.8265408244093253, 49.462055897548154];3.826540824;49.4620559;2820;2215
CORBERE;68;175;Corbère;corbere;[2.661560137247892, 42.650960123611796];2.661560137;42.65096012;66130;66055
CORBERE-ABERES;2;20;Corbère-Abères;corbere aberes;[-0.089696065733259, 43.47573675586337];-0.089696066;43.47573676;64350;64193
CORBERE-LES-CABANES;113;267;Corbère-les-Cabanes;corbere les cabanes;[2.682478420703505, 42.65985151499913];2.682478421;42.65985151;66130;66056
CORBERON;40;75;Corberon;corberon;[5.009192323327443, 47.01076130737425];5.009192323;47.01076131;21250;21189
CORBES;12;57;Corbès;corbes;[3.954416066870878, 44.07471587876593];3.954416067;44.07471588;30140;30094
CORBIE;775;942;Corbie;corbie;[2.494985069058375, 49.92020424891179];2.494985069;49.92020425;80800;80212
CORBIERES;84;209;Corbières;corbieres;[5.745904525353305, 43.76069098256766];5.745904525;43.76069098;4220;4063
CORBIGNY;110;281;Corbigny;corbigny;[3.689489783363867, 47.25655788891631];3.689489783;47.25655789;58800;58083
CORBON;31;66;Corbon;corbon;[0.642647219775423, 48.46001227993733];0.64264722;48.46001228;61400;61118
CORBONOD;153;278;Corbonod;corbonod;[5.789619703546993, 45.96594731868123];5.789619704;45.96594732;1420;1118
CORBREUSE;196;223;Corbreuse;corbreuse;[1.960310711965594, 48.49476570497534];1.960310712;48.4947657;91410;91175
CORCELLE-MIESLOT;16;16;Corcelle-Mieslot;corcelle  mieslot;[6.183186555791501, 47.361558863879225];6.183186556;47.36155886;25640;25163
CORCELLES;40;52;;corcelle;[5.573376433895918, 46.039974020841505];5.573376434;46.03997402;1110;1119
CORCELLES-FERRIERES;8;21;Corcelles-Ferrières;corcelles ferrieres;[5.804245362128578, 47.22666482840194];5.804245362;47.22666483;25410;25162
CORCELLES-LES-ARTS;68;106;Corcelles-les-Arts;corcelle les arts;[4.796785229937177, 46.94503971580021];4.79678523;46.94503972;21190;21190
CORCELLES-LES-CITEAUX;75;106;Corcelles-lès-Cîteaux;corcelles les citeaux;[5.082589530719878, 47.16921102163073];5.082589531;47.16921102;21910;21191
CORCELLES-LES-MONTS;96;81;Corcelles-les-Monts;corcelles les mont;[4.942464446748767, 47.30405558677939];4.942464447;47.30405559;21160;21192
CORCIEUX;113;262;Corcieux;corcieux;[6.884697432254266, 48.16723068515735];6.884697432;48.16723069;88430;88115
CORCONDRAY;7;25;Corcondray;corcondray;[5.827481954398568, 47.22598051714813];5.827481954;47.22598052;25410;25164
CORCONNE;94;130;Corconne;corconne;[3.94045088579714, 43.872249603676075];3.940450886;43.8722496;30260;30095
CORCY;50;76;Corcy;corcy;[3.197243670232551, 49.25498920953925];3.19724367;49.25498921;2600;2216
CORDEAC;13;42;;cordeac;[5.844309383366017, 44.81356182395889];5.844309383;44.81356182;38710;38125
CORDELLE;37;203;Cordelle;le cordelle;[4.059413520744007, 45.942600232531404];4.059413521;45.94260023;42123;42070
CORDEMAIS;236;830;Cordemais;cordemais;[-1.835710810504062, 47.296803607254084];-1.835710811;47.29680361;44360;44045
CORDESSE;8;43;Cordesse;cordesse;[4.333660134159711, 47.04340817697269];4.333660134;47.04340818;71540;71144
