VILLE_3;CHAT;CHIEN;VILLE;VILLE_2;COORDONNEES;LON;LAT;CODE POSTAL;CODE INSEE
GUERTING;106;98;Guerting;guerting;[6.619156576276057, 49.193731304801304];6.619156576;49.1937313;57880;57274
GUERVILLE;318;399;Guerville;guerville;[1.740805587691228, 48.95237177178076];1.740805588;48.95237177;78930;78291
GUESCHART;10;149;Gueschart;gueschart;[2.011245068091686, 50.237583590139984];2.011245068;50.23758359;80150;80396
GUESNES;18;124;Guesnes;guesnes;[0.149597143414011, 46.90837728456774];0.149597143;46.90837728;86420;86109
GUESSLING-HEMERING;121;158;Guessling-Hémering;guesling hemering;[6.668146644017153, 49.022193732283355];6.668146644;49.02219373;57380;57275
GUETHARY;213;164;Guéthary;guetary;[-1.610354859446987, 43.42162847245857];-1.610354859;43.42162847;64210;64249
GUEUDECOURT;5;33;Gueudecourt;gueudecourt;[2.843388355728726, 50.060098432592085];2.843388356;50.06009843;80360;80397
GUEUGNON;418;1245;Gueugnon;geugnon;[4.049368929198831, 46.59397610410213];4.049368929;46.5939761;71130;71230
GUEURES;54;76;Gueures;gueures;[0.9520602884604541, 49.84225906411707];0.952060288;49.84225906;76730;76334
GUEUTTEVILLE;9;15;Gueutteville;guetteville;[1.00473068066607, 49.64995021234023];1.004730681;49.64995021;76890;76335
GUEUTTEVILLE-LES-GRES;25;68;Gueutteville-les-Grès;gueuteville les gres;[0.7648288365747651, 49.83887154230094];0.764828837;49.83887154;76460;76336
GUEUX;181;195;Gueux;gueux;[3.9067117970689442, 49.2540182295254];3.906711797;49.25401823;51390;51282
GUEVENATTEN;23;36;Guevenatten;guevenatten;[7.083440254681935, 47.68270319340128];7.083440255;47.68270319;68210;68114
GUEWENHEIM;141;173;Guewenheim;guewenheim;[7.09127523458035, 47.74993507835183];7.091275235;47.74993508;68116;68115
GUGNECOURT;18;35;Gugnécourt;gugnecourt;[6.622831136184934, 48.24770558139065];6.622831136;48.24770558;88600;88222
GUGNEY;8;13;Gugney;gugney;[6.058476575166932, 48.39530483585245];6.058476575;48.39530484;54930;54241
GUGNEY-AUX-AULX;11;346;Gugney-aux-Aulx;gugney aux aulx;[6.271177739231836, 48.299621442871235];6.271177739;48.29962144;88450;88223
GUIBEVILLE;89;239;Guibeville;guibeville;[2.27170202676192, 48.567187826379005];2.271702027;48.56718783;91630;91292
GUICHAINVILLE;302;329;Guichainville;guichainville;[1.179019448475724, 48.980279115541116];1.179019448;48.98027912;27930;27306
GUICHEN;781;1516;Guichen;guichen;[-1.7902627093880592, 47.96538773155491];-1.790262709;47.96538773;35580;35126
GUICLAN;194;606;Guiclan;guiclan;[-3.979963459520349, 48.54319451174249];-3.97996346;48.54319451;29410;29068
GUIDEL;1326;1595;Guidel;guidel;[-3.491618861274792, 47.794007685092424];-3.491618861;47.79400769;56520;56078
GUIGNECOURT;39;55;Guignecourt;guignecoiurt;[2.128658234821205, 49.486885453246416];2.128658235;49.48688545;60480;60290
GUIGNEMICOURT;39;50;Guignemicourt;guignemicourt;[2.168397697671555, 49.87122502825933];2.168397698;49.87122503;80540;80399
GUIGNES;517;453;Guignes;guignes;[2.800421097313949, 48.635822416738385];2.800421097;48.63582242;77390;77222
GUIGNEVILLE;62;120;Guigneville;guigneville;[2.173903680510324, 48.21577794413307];2.173903681;48.21577794;45300;45162
GUIGNEVILLE-SUR-ESSONNE;138;137;Guigneville-sur-Essonne;guigneville  s/essonne;[2.371038302960614, 48.46385897126004];2.371038303;48.46385897;91590;91293
GUIGNICOURT;387;357;Pignicourt;guignicourt;[3.955345824584107, 49.44330176059199];3.955345825;49.44330176;2190;2360
GUIGNICOURT-SUR-VENCE;20;39;Guignicourt-sur-Vence;guignicourt sur vence;[4.633021283264987, 49.68868258084836];4.633021283;49.68868258;8430;8203
GUIGNY;5;68;Guigny;guigny;[1.995227765464402, 50.32803926686858];1.995227765;50.32803927;62140;62395
GUILBERVILLE;49;276;;guiberville;[-0.9495881757049831, 48.98667017373106];-0.949588176;48.98667017;50160;50224
GUILER-SUR-GOYEN;38;104;Guiler-sur-Goyen;guiler sur goyen;[-4.361315427976629, 48.017052401530236];-4.361315428;48.0170524;29710;29070
GUILERS;874;953;Guilers;guilers;[-4.562006956394291, 48.41893286563736];-4.562006956;48.41893287;29820;29069
GUILHERAND-GRANGES;702;773;Guilherand-Granges;goilherand granges;[4.866296039416855, 44.93013183067917];4.866296039;44.93013183;7500;7102
GUILLAC;132;432;Guillac;guillac;[-2.479867222230187, 47.923872459327136];-2.479867222;47.92387246;56800;56079
GUILLAUCOURT;27;107;Guillaucourt;guillaucourt;[2.634303865047164, 49.838727102985764];2.634303865;49.8387271;80170;80400
GUILLAUMES;53;124;Guillaumes;guillames;[6.874935015340969, 44.088068317022085];6.874935015;44.08806832;6470;6071
GUILLEMONT;8;113;Guillemont;guillemont;[2.823817571328306, 50.01104909817101];2.823817571;50.0110491;80360;80401
GUILLERVAL;135;196;Guillerval;guillerval;[2.076012349713818, 48.36830564198769];2.07601235;48.36830564;91690;91294
GUILLEVILLE;18;44;Guilleville;guilleuville;[1.802479969054041, 48.22188692179464];1.802479969;48.22188692;28310;28189
GUILLIERS;151;472;Guilliers;guilliers;[-2.414461129850672, 48.051745818226095];-2.41446113;48.05174582;56490;56080
GUILLON;55;89;;guillon;[4.09122331538291, 47.52893051523259];4.091223315;47.52893052;89420;89197
GUILLON-LES-BAINS;9;22;Guillon-les-Bains;guillon les bains;[6.394421070841877, 47.316019012206496];6.394421071;47.31601901;25110;25299
GUILLONVILLE;46;105;Guillonville;guillonville;[1.642891904389572, 48.09360962948525];1.642891904;48.09360963;28140;28190
GUILLOS;56;160;Guillos;guillos;[-0.518935394792103, 44.55194709732274];-0.518935395;44.5519471;33720;33197
GUILLY;248;730;Guilly;guilly;[1.734707695931472, 47.08544297576137];1.734707696;47.08544298;36150;36085
GUILMECOURT;8;61;;guilmecourt;[1.303111772864142, 49.962946489136634];1.303111773;49.96294649;76630;76337
GUILVINEC;415;459;Guilvinec;guilvinec;[-4.286177856951181, 47.80124484828652];-4.286177857;47.80124485;29730;29072
GUIMAEC;100;314;Guimaëc;guimaec;[-3.705708882300436, 48.6787759025521];-3.705708882;48.6787759;29620;29073
GUIMILIAU;66;311;Guimiliau;guimiliau;[-3.9967593544359272, 48.48139138315815];-3.996759354;48.48139138;29400;29074
GUIMPS;33;139;Guimps;guimps;[-0.254673070491433, 45.46589813401034];-0.25467307;45.46589813;16300;16160
GUINARTHE-PARENTIES;21;52;Guinarthe-Parenties;guinarthe parenties;[-0.946598983054534, 43.384429992227325];-0.946598983;43.38442999;64390;64251
GUINCOURT;2;51;Guincourt;guincourt;[4.628134257586714, 49.55633781229139];4.628134258;49.55633781;8130;8204
GUINDRECOURT-AUX-ORMES;4;37;Guindrecourt-aux-Ormes;guindrecourt aux ormes;[5.039595607690139, 48.45484686925736];5.039595608;48.45484687;52300;52231
GUINDRECOURT-SUR-BLAISE;7;14;Guindrecourt-sur-Blaise;gaindrecourt sur blaise;[4.980511001726935, 48.297932882635145];4.980511002;48.29793288;52330;52232
GUINECOURT;0;4;Guinecourt;guinecourt;[2.228046648379178, 50.34770393716077];2.228046648;50.34770394;62130;62396
GUINES;241;839;Guînes;guines;[1.8705793118514222, 50.858225636237826];1.870579312;50.85822564;62340;62397
GUINGAMP;561;921;Guingamp;guigamp;[-3.153302235393757, 48.56127594980571];-3.153302235;48.56127595;22200;22070
GUINGLANGE;42;40;Guinglange;guinglange;[6.517113753748541, 49.07067740899436];6.517113754;49.07067741;57690;57276
GUINKIRCHEN;31;35;Guinkirchen;guinkirchen;[6.445139795148673, 49.20719646134275];6.445139795;49.20719646;57220;57277
GUINZELING;2;12;Guinzeling;guinzeling;[6.843935099966062, 48.8800902544043];6.8439351;48.88009025;57670;57278
GUIPAVAS;1343;1786;Guipavas;guipavas;[-4.396214500842229, 48.430700829402774];-4.396214501;48.43070083;29490;29075
GUIPEL;138;341;Guipel;guipel;[-1.723496238225435, 48.29239045158668];-1.723496238;48.29239045;35440;35128
GUIPRONVEL;77;178;;guiponvel;[-4.569607237116878, 48.49130260789262];-4.569607237;48.49130261;29290;29076
GUIPRY;197;572;;guipry;[-1.8549951385962071, 47.834577301174384];-1.854995139;47.8345773;35480;35129
GUIPY;50;74;Guipy;guipy;[3.579144070135119, 47.22883499279302];3.57914407;47.22883499;58420;58132
GUIRY-EN-VEXIN;36;29;Guiry-en-Vexin;guiry en vexin;[1.8556891261925599, 49.115846677068006];1.855689126;49.11584668;95450;95295
GUISCARD;118;304;Guiscard;guiscard;[3.055021927462865, 49.65838474526189];3.055021927;49.65838475;60640;60291
GUISCRIFF;118;993;Guiscriff;guiscriff;[-3.623811226256331, 48.042700962177705];-3.623811226;48.04270096;56560;56081
GUISE;191;721;Guise;guise;[3.624760629294051, 49.89604150762444];3.624760629;49.89604151;2120;2361
GUISENIERS;46;172;Guiseniers;guiseniers;[1.4784593490632632, 49.214185393318935];1.478459349;49.21418539;27700;27307
GUISSENY;188;495;Guissény;guisseny;[-4.411109535227626, 48.61691012587698];-4.411109535;48.61691013;29880;29077
GUISY;7;61;Guisy;guisy;[2.002639531594356, 50.3877493267756];2.002639532;50.38774933;62140;62398
GUITALENS-L'ALBAREDE;35;103;Guitalens-L'Albarède;guitalens l albarede;[2.0435828904167, 43.637859270734296];2.04358289;43.63785927;81220;81132
GUITERA-LES-BAINS;3;16;Guitera-les-Bains;guitera les bains;[9.078573665255314, 41.92193616479439];9.078573665;41.92193616;20153;2A133
GUITINIERES;62;174;Guitinières;guitinieres;[-0.5112106011170311, 45.443029377952286];-0.511210601;45.44302938;17500;17187
GUITRANCOURT;93;257;Guitrancourt;guitrancourt;[1.779064638472241, 49.00756687716465];1.779064638;49.00756688;78440;78296
GUITRES;173;368;Guîtres;guitres;[-0.18665068854176, 45.043109942084754];-0.186650689;45.04310994;33230;33198
GUITRY;21;58;;guitry;[1.548984732430621, 49.21964186001447];1.548984732;49.21964186;27510;27308
GUITTE;51;124;Guitté;guitte;[-2.102950588583574, 48.2908086069312];-2.102950589;48.29080861;22350;22071
GUIVRY;20;69;Guivry;guivry;[3.121034764932854, 49.65162576103709];3.121034765;49.65162576;2300;2362
GUIZANCOURT;24;32;Guizancourt;guizancourt;[1.9979327367063502, 49.73627730368551];1.997932737;49.7362773;80290;80402
GUIZENGEARD;15;53;Guizengeard;guizengeard;[-0.12321136375331601, 45.31061796424722];-0.123211364;45.31061796;16480;16161
GUIZERIX;11;59;Guizerix;guizerix;[0.45331179725929405, 43.32294640444148];0.453311797;43.3229464;65230;65213
GUMBRECHTSHOFFEN;104;279;Gumbrechtshoffen;grumbrechtshoffen;[7.620747811321651, 48.90278330283194];7.620747811;48.9027833;67110;67174
GUMIANE;2;20;Gumiane;gumiane;[5.267497028189997, 44.507233941680894];5.267497028;44.50723394;26470;26147
GUMIERES;12;138;Gumières;gumiere;[3.977087380073773, 45.527323867486245];3.97708738;45.52732387;42560;42107
GUMOND;11;20;Gumond;gumond;[1.96223391045656, 45.21982035675451];1.96223391;45.21982036;19320;19090
GUNDERSHOFFEN;215;423;Gundershoffen;grundershoffen;[7.682043571894712, 48.90734726410232];7.682043572;48.90734726;67110;67176
GUNGWILLER;22;55;Gungwiller;gungwiller;[7.152561882840676, 48.87809974807588];7.152561883;48.87809975;67320;67178
GUNSBACH;114;109;Gunsbach;gunsbach;[7.165065680081089, 48.061420810568336];7.16506568;48.06142081;68140;68117
GUNTZVILLER;25;63;Guntzviller;guntviller;[7.163038798742671, 48.70418116170256];7.163038799;48.70418116;57405;57280
GUNY;27;104;Guny;guny;[3.2608265805203382, 49.51201530854313];3.260826581;49.51201531;2300;2363
GURAN;0;8;Guran;guran;[0.607040581049061, 42.88616847055636];0.607040581;42.88616847;31440;31235
GURAT;13;38;Gurat;gurat;[0.265230281525054, 45.43586934017154];0.265230282;45.43586934;16320;16162
GURCY-LE-CHATEL;67;133;Gurcy-le-Châtel;gurcy le chatel;[3.080906294298569, 48.484471600590844];3.080906294;48.4844716;77520;77223
GURGY;248;305;Gurgy;gurgy;[3.559562073092988, 47.87824739116621];3.559562073;47.87824739;89250;89198
GURGY-LA-VILLE;0;82;Gurgy-la-Ville;gurgy la ville;[4.938364234471785, 47.85221963244195];4.938364234;47.85221963;21290;21312
GURGY-LE-CHATEAU;2;12;Gurgy-le-Château;gurgy le chateau;[4.927518974093452, 47.828866271844994];4.927518974;47.82886627;21290;21313
GURMENCON;55;103;Gurmençon;gurmencon;[-0.599376287500847, 43.158340720874676];-0.599376288;43.15834072;64400;64252
GURS;22;120;Gurs;gurs;[-0.7589754687909971, 43.27655126416763];-0.758975469;43.27655126;64190;64253
GURY;39;57;Gury;gury;[2.801430190371961, 49.5703401491942];2.80143019;49.57034015;60310;60292
GUSSAINVILLE;1;11;Gussainville;gussainville;[5.6624328239013, 49.1670483663055];5.662432824;49.16704837;55400;55222
GUSSIGNIES;4;79;Gussignies;gussignies;[3.749985098993389, 50.34058327721428];3.749985099;50.34058328;59570;59277
GUYANCOURT;2329;1348;Guyancourt;guyancourt;[2.076052077371826, 48.773078389214554];2.076052077;48.77307839;78280;78297
GUYANS-DURNES;21;58;Guyans-Durnes;guyans   durnes;[6.244211112347125, 47.12944659722986];6.244211112;47.1294466;25580;25300
GUYANS-VENNES;27;267;Guyans-Vennes;guyans vennes;[6.583404131013396, 47.16692937089168];6.583404131;47.16692937;25390;25301
GUYENCOURT;37;47;Guyencourt;guyencourt;[3.841329308831816, 49.35733801083455];3.841329309;49.35733801;2160;2364
GUYENCOURT-SAULCOURT;1;34;Guyencourt-Saulcourt;guyencourt saulcourt;[3.080792171493709, 49.995165777207895];3.080792171;49.99516578;80240;80404
GUYENCOURT-SUR-NOYE;12;41;Guyencourt-sur-Noye;guyencourt sur noye;[2.360596576562268, 49.77648688698078];2.360596577;49.77648689;80250;80403
GUYONVELLE;7;29;Guyonvelle;guyonvelle;[5.709297458569316, 47.8592079372761];5.709297459;47.85920794;52400;52233
GUZARGUES;71;112;Guzargues;guzargues;[3.923963939203202, 43.7292469183541];3.923963939;43.72924692;34820;34118
GY;48;215;Gy;gy;[5.806189206409864, 47.402856646005844];5.806189206;47.40285665;70700;70282
GY-EN-SOLOGNE;31;273;Gy-en-Sologne;gy en sologne;[1.5943934688664632, 47.34147759081688];1.594393469;47.34147759;41230;41099
GY-L'EVEQUE;55;111;Gy-l'Évêque;gy l eveque;[3.533702652523327, 47.71338454865321];3.533702653;47.71338455;89580;89199
GY-LES-NONAINS;48;227;Gy-les-Nonains;gy les nonains;[2.8460397518704372, 47.92875392014509];2.846039752;47.92875392;45220;45165
GYE;24;46;Gye;gye;[5.877375250040034, 48.62483919733436];5.87737525;48.6248392;54113;54242
GYE-SUR-SEINE;30;125;Gyé-sur-Seine;gye sur seine;[4.439516277896903, 48.01238731977294];4.439516278;48.01238732;10250;10170
HABARCQ;45;153;Habarcq;habarcq;[2.60710466392786, 50.311200610945775];2.607104664;50.31120061;62123;62399
HABERE-LULLIN;167;191;Habère-Lullin;habere lullin;[6.46222177899814, 46.23309395824787];6.462221779;46.23309396;74420;74139
HABERE-POCHE;255;268;Habère-Poche;habere poche;[6.47324374852575, 46.25552355508081];6.473243749;46.25552356;74420;74140
HABLAINVILLE;14;112;Hablainville;hablainville;[6.719116630104386, 48.515659963400736];6.71911663;48.51565996;54120;54243
HABLOVILLE;66;91;Habloville;habloville;[-0.178098224902439, 48.790553973509006];-0.178098225;48.79055397;61210;61199
HABOUDANGE;27;147;Haboudange;haboudange;[6.603445718476712, 48.88516454472449];6.603445718;48.88516454;57340;57281
HABSHEIM;718;724;Habsheim;habsheim;[7.433445712060429, 47.726261392018635];7.433445712;47.72626139;68440;68118
HACHAN;0;18;Hachan;hachan;[0.455050397796037, 43.28481820425717];0.455050398;43.2848182;65230;65214
HACOURT;0;1;Hâcourt;hacourt;[5.581351909063849, 48.15818196064442];5.581351909;48.15818196;52150;52234
HADIGNY-LES-VERRIERES;44;68;Hadigny-les-Verrières;hadigny les verrieres;[6.477886900097379, 48.32196687324269];6.4778869;48.32196687;88330;88224
HAGECOURT;9;15;Hagécourt;hagecourt;[6.157259163229948, 48.22917055408249];6.157259163;48.22917055;88270;88226
HAGEDET;0;10;Hagedet;hagedet;[-0.028024710099883002, 43.518534309893546];-0.02802471;43.51853431;65700;65215
HAGEN;37;33;Hagen;hagen;[6.165533164738179, 49.496846006178885];6.165533165;49.49684601;57570;57282
HAGENBACH;60;87;Hagenbach;hagenbach;[7.161605292937963, 47.64572407429211];7.161605293;47.64572407;68210;68119
HAGENTHAL-LE-BAS;158;296;Hagenthal-le-Bas;hagenthal   le   bas;[7.481854178281098, 47.530898060858384];7.481854178;47.53089806;68220;68120
HAGENTHAL-LE-HAUT;79;73;Hagenthal-le-Haut;hagental le haut;[7.455886248477072, 47.519293570101894];7.455886248;47.51929357;68220;68121
HAGET;8;86;Haget;haget;[0.16171734360550302, 43.416457796108105];0.161717344;43.4164578;32730;32152
HAGETAUBIN;45;169;Hagetaubin;hagetaubin;[-0.612895161323306, 43.510561909594024];-0.612895161;43.51056191;64370;64254
HAGETMAU;230;823;Hagetmau;hagetmau;[-0.590576524805646, 43.65042794283133];-0.590576525;43.65042794;40700;40119
HAGEVILLE;11;22;Hagéville;hageville;[5.864338577065595, 49.031665302419505];5.864338577;49.0316653;54470;54244
HAGNEVILLE-ET-RONCOURT;9;19;Hagnéville-et-Roncourt;hagneville et roncourt;[5.791111535075707, 48.246261387416574];5.791111535;48.24626139;88300;88227
HAGNICOURT;6;16;Hagnicourt;hagnicourt;[4.584237525940835, 49.61096456119994];4.584237526;49.61096456;8430;8205
HAGONDANGE;655;868;Hagondange;agondange;[6.158514253921924, 49.24671962432892];6.158514254;49.24671962;57300;57283
HAGUENAU;3810;4195;Haguenau;haguenau;[7.830104049684295, 48.841704769519815];7.83010405;48.84170477;67500;67180
HAIGNEVILLE;8;10;Haigneville;haigneville;[6.341060876487732, 48.48427038863791];6.341060876;48.48427039;54290;54245
HAILLAINVILLE;12;50;Haillainville;haillainville;[6.493111379945185, 48.39398288311993];6.49311138;48.39398288;88330;88228
HAILLES;32;243;Hailles;hailles;[2.428820197116303, 49.799095999894156];2.428820197;49.799096;80440;80405
HAILLICOURT;454;1032;Haillicourt;haillicourt;[2.579333830240714, 50.47589575114863];2.57933383;50.47589575;62940;62400
HAIMPS;31;109;Haimps;haimps;[-0.25542114028044, 45.86257429749174];-0.25542114;45.8625743;17160;17188
HAIMS;29;64;Haims;haims;[0.927029519837773, 46.51312138798498];0.92702952;46.51312139;86310;86110
HAINVILLERS;4;19;Hainvillers;hainvillers;[2.6818996762527583, 49.59098039664019];2.681899676;49.5909804;60490;60294
HAIRONVILLE;31;74;Haironville;haironville;[5.090267372967953, 48.68780117778307];5.090267373;48.68780118;55000;55224
HAISNES;0;3;;haisnes;[2.797022547594659, 50.50096578602247];2.797022548;50.50096579;62138;62401
HALEINE;20;698;;haleine;[-0.43737706397319703, 48.51715807268663];-0.437377064;48.51715807;61410;61200
HALINGHEN;33;54;Halinghen;alinghen;[1.6826182468201911, 50.60417448190258];1.682618247;50.60417448;62830;62402
HALLENCOURT;49;267;Hallencourt;hallencourt;[1.87489334788753, 49.995560835339];1.874893348;49.99556084;80490;80406
HALLENNES-LEZ-HAUBOURDIN;402;560;Hallennes-lez-Haubourdin;hallennes les haubourdin;[2.954544044544231, 50.61204097935247];2.954544045;50.61204098;59320;59278
HALLERING;48;40;Hallering;hallering;[6.555286548921853, 49.12393232675784];6.555286549;49.12393233;57690;57284
HALLES-SOUS-LES-COTES;2;27;Halles-sous-les-Côtes;halle sous les cotes;[5.127844616235265, 49.4465576436836];5.127844616;49.44655764;55700;55225
HALLIGNICOURT;31;59;Hallignicourt;hallignicourt;[4.8711738095372334, 48.64788910571089];4.87117381;48.64788911;52100;52235
HALLINES;103;282;Hallines;hallines;[2.208273645809413, 50.70072555027065];2.208273646;50.70072555;62570;62403
HALLIVILLERS;12;33;Hallivillers;hallivillers;[2.29565425460108, 49.69616620221631];2.295654255;49.6961662;80250;80407
HALLOVILLE;1;26;Halloville;halloville;[6.8595345214491275, 48.551323210316305];6.859534521;48.55132321;54450;54246
HALLOY;37;4572;Halloy;halloy;[2.42474392928095, 50.16146970219946];2.424743929;50.1614697;62760;62404
HALLU;16;40;Hallu;hallu;[2.788136204035973, 49.792119194870295];2.788136204;49.79211919;80320;80409
HALLUIN;1495;2166;Halluin;halluin;[3.126924743576773, 50.77474802977193];3.126924744;50.77474803;59250;59279
HALSOU;72;143;Halsou;halsou;[-1.411230021912293, 43.385172283063085];-1.411230022;43.38517228;64480;64255
HAM;278;878;Ham;ham;[3.074006764170031, 49.75347126215042];3.074006764;49.75347126;80400;80410
HAM-EN-ARTOIS;22;181;Ham-en-Artois;ham en artois;[2.452623809096967, 50.59165607679353];2.452623809;50.59165608;62190;62407
HAM-LES-MOINES;19;49;Ham-les-Moines;ham les moines;[4.5882905155492875, 49.79465479581529];4.588290516;49.7946548;8090;8206
HAM-SOUS-VARSBERG;262;365;Ham-sous-Varsberg;ham sous varsberg;[6.649208976546518, 49.182998603800165];6.649208977;49.1829986;57880;57288
HAM-SUR-MEUSE;8;35;Ham-sur-Meuse;ham sur meuse;[4.782964610562232, 50.089461886435174];4.782964611;50.08946189;8600;8207
HAMARS;16;123;;hamars;[-0.547343205738622, 49.00592445781715];-0.547343206;49.00592446;14220;14324
HAMBACH;219;345;Hambach;hambach;[7.037686655246619, 49.0541849141587];7.037686655;49.05418491;57910;57289
HAMBERS;38;169;Hambers;hambers;[-0.425847827343511, 48.25435188238449];-0.425847827;48.25435188;53160;53113
HAMBLAIN-LES-PRES;53;74;Hamblain-les-Prés;hamblai les pres;[2.958215721612453, 50.29105592453218];2.958215722;50.29105592;62118;62405
HAMEL;61;175;Hamel;hamel;[3.068505910611259, 50.2819824196656];3.068505911;50.28198242;59151;59280
HAMELET;217;89;Hamelet;hamelet;[2.533113458847054, 49.89617362705549];2.533113459;49.89617363;80800;80412
HAMELIN;2;33;Hamelin;hamelin;[-1.222483030985992, 48.54292703305205];-1.222483031;48.54292703;50730;50229
HAMELINCOURT;21;60;Hamelincourt;hamelincourt;[2.802263635560821, 50.1833996065812];2.802263636;50.18339961;62121;62406
HAMES-BOUCRES;101;264;Hames-Boucres;hames boucres;[1.848523178495425, 50.884379719145265];1.848523178;50.88437972;62340;62408
HAMMEVILLE;18;42;Hammeville;ammeville;[6.071332262053595, 48.49893118895025];6.071332262;48.49893119;54330;54247
HAMONVILLE;7;25;Hamonville;hamonville;[5.808080587004522, 48.82444092331038];5.808080587;48.82444092;54470;54248
HAMPIGNY;16;94;Hampigny;hampigny;[4.601366749384807, 48.46052628563267];4.601366749;48.46052629;10500;10171
HAMPONT;20;31;Hampont;hampont;[6.585719875709231, 48.831600227531254];6.585719876;48.83160023;57170;57290
HAN-DEVANT-PIERREPONT;11;40;Han-devant-Pierrepont;han devant pierrepont;[5.711134295334099, 49.396511971826975];5.711134295;49.39651197;54620;54602
HAN-LES-JUVIGNY;4;26;Han-lès-Juvigny;han les juvigny;[5.333209129058222, 49.48218650732914];5.333209129;49.48218651;55600;55226
HAN-SUR-MEUSE;7;26;Han-sur-Meuse;han sur meuse;[5.545724404633093, 48.85631329503438];5.545724405;48.8563133;55300;55229
HANC;40;76;;hanc;[-0.0006962462033954268, 46.08320904012118];-0.000696246;46.08320904;79110;79140
HANCOURT;5;204;Hancourt;hancourt;[3.070662264952452, 49.904940717381216];3.070662265;49.90494072;80240;80413
HANDSCHUHEIM;42;50;Handschuheim;handschuheim;[7.577217279621283, 48.59939893613694];7.57721728;48.59939894;67117;67181
HANGARD;20;27;Hangard;hangard;[2.509000708475445, 49.83365504166477];2.509000708;49.83365504;80110;80414
HANGENBIETEN;171;143;Hangenbieten;hagenbieten;[7.61194013862128, 48.557009449995476];7.611940139;48.55700945;67980;67182
HANGVILLER;20;52;Hangviller;hangviller;[7.232849300831494, 48.81552006793978];7.232849301;48.81552007;57370;57291
HANNACHES;9;43;Hannaches;hannaches;[1.8084035624288801, 49.508775283777496];1.808403562;49.50877528;60650;60296
HANNAPPES;13;136;Hannapes;hanappes;[4.234466026273079, 49.8168662674207];4.234466026;49.81686627;8290;8208
HANNESCAMPS;12;48;Hannescamps;hannescamps;[2.641925883916072, 50.161549562247735];2.641925884;50.16154956;62111;62409
HANNOCOURT;1;21;Hannocourt;hannocourt;[6.452036535873351, 48.91431750864269];6.452036536;48.91431751;57590;57292
HANNOGNE-SAINT-MARTIN;66;71;Hannogne-Saint-Martin;hannogne st martin;[4.829118929020526, 49.67277982003016];4.829118929;49.67277982;8160;8209
HANNOGNE-SAINT-REMY;6;14;Hannogne-Saint-Rémy;hannogne st remy;[4.143210521741698, 49.60621203128891];4.143210522;49.60621203;8220;8210
HANNONVILLE-SUZEMONT;20;62;Hannonville-Suzémont;hannonuille suzemont;[5.836764443561577, 49.09889161304738];5.836764444;49.09889161;54800;54249
HANS;7;44;Hans;hans;[4.743974253808759, 49.113916057406236];4.743974254;49.11391606;51800;51283
HANTAY;130;174;Hantay;hantay;[2.8684592231268002, 50.5374677666777];2.868459223;50.53746777;59496;59281
HANVEC;221;629;Hanvec;hanvec;[-4.13907964388588, 48.330060559031836];-4.139079644;48.33006056;29460;29078
HANVILLER;19;35;Hanviller;hanviller;[7.442238008254304, 49.10379543800357];7.442238008;49.10379544;57230;57294
HANVOILE;90;127;Hanvoile;hanvoile;[1.8809988384033791, 49.50900352022573];1.880998838;49.50900352;60650;60298
HAPLINCOURT;9;172;Haplincourt;haplincourt;[2.936931068811898, 50.092948443147485];2.936931069;50.09294844;62124;62410
HAPPENCOURT;10;20;Happencourt;happencourt;[3.183128632704075, 49.78259056192363];3.183128633;49.78259056;2480;2367
HAPPONVILLIERS;31;68;Happonvilliers;happonvilliers;[1.104780043556072, 48.32990660553754];1.104780044;48.32990661;28480;28192
HARAMONT;73;115;Haramont;haramont;[3.031489771086281, 49.2872759039477];3.031489771;49.2872759;2600;2368
HARAUCOURT;92;174;Haraucourt;haraucourt;[6.36110636975639, 48.661435796274574];6.36110637;48.6614358;54110;54250
HARAUCOURT-SUR-SEILLE;9;36;Haraucourt-sur-Seille;haraucourt  sur seille;[6.605648031075601, 48.80849723486177];6.605648031;48.80849723;57630;57295
HARAVESNES;2;11;Haravesnes;haravesnes;[2.125820118224477, 50.284735152733234];2.125820118;50.28473515;62390;62411
HARAVILLIERS;84;138;Haravilliers;haravilliers;[2.037130610267201, 49.17526445159131];2.03713061;49.17526445;95640;95298
HARBONNIERES;161;379;Harbonnières;harbonieres;[2.669894559275779, 49.85046054490772];2.669894559;49.85046054;80131;80417
HARBOUEY;3;29;Harbouey;harbouey;[6.894061023786588, 48.57063753280552];6.894061024;48.57063753;54450;54251
HARCANVILLE;33;80;Harcanville;harcanville;[0.768506151499684, 49.708368976203595];0.768506151;49.70836898;76560;76340
HARCHECHAMP;3;17;Harchéchamp;harchechamp;[5.80121835307084, 48.4051693044118];5.801218353;48.4051693;88300;88229
HARCIGNY;15;69;Harcigny;harcigny;[3.982836476198708, 49.802563620042704];3.982836476;49.80256362;2140;2369
HARCOURT;120;363;Harcourt;harcourt;[0.7760273855241191, 49.16591549829717];0.776027386;49.1659155;27800;27311
HARCY;0;1;;harcy;[4.558028526877469, 49.852700059873854];4.558028527;49.85270006;8150;8212
HARDANCOURT;1;15;Hardancourt;hardancourt;[6.562311795337495, 48.37930754574869];6.562311795;48.37930755;88700;88230
HARDANGES;21;92;Hardanges;hardanges;[-0.405714149832932, 48.34114677998796];-0.40571415;48.34114678;53640;53114
