VILLE_3;CHAT;CHIEN;VILLE;VILLE_2;COORDONNEES;LON;LAT;CODE POSTAL;CODE INSEE
ABAUCOURT;0;2;;eix abaucourt;[6.265597125712518, 48.89284459163503];6.265597126;48.89284459;54610;54001
ABBANS-DESSUS;0;2;Abbans-Dessus;abbans dessus;[5.8862640828298005, 47.126996605681995];5.886264083;47.12699661;25440;25002
ABBARETZ;1;0;Abbaretz;abbaretz;[-1.4932726209368021, 47.55603848333499];-1.493272621;47.55603848;44170;44001
ABBECOURT;0;160;Abbecourt;abbecourt;[3.177082329271123, 49.59915186534408];3.177082329;49.59915187;2300;2001
ABBEVILLE;2;18;Abbeville;abbeville;[1.832091702071713, 50.10835829438975];1.832091702;50.10835829;80100;80001
ABBEVILLE-LA-RIVIERE;0;1;Abbéville-la-Rivière;abbeville la rivière;[2.191276793458694, 48.34374613840856];2.191276793;48.34374614;91150;91001
ABBEVILLERS;87;0;Abbévillers;abbevillers;[6.921621862256439, 47.42743919200197];6.921621862;47.42743919;25310;25004
ABEILHAN;4;332;Abeilhan;abeilhan;[3.29923508305508, 43.45750199050955];3.299235083;43.45750199;34290;34001
ABELCOURT;47;0;Abelcourt;abelcourt;[6.277745418886538, 47.79340142325009];6.277745419;47.79340142;70300;70001
ABERGEMENT-LA-RONCE;445;0;Abergement-la-Ronce;abergement la ronce;[5.3782642174302, 47.06496695929022];5.378264217;47.06496696;39500;39001
ABERGEMENT-LE-PETIT;1;0;;abergement le petit;[5.696636023235759, 46.906561832023996];5.696636023;46.90656183;39800;39003
ABERGEMENT-LES-THESY;3;1;Abergement-lès-Thésy;abergement les thesy;[5.945698392952651, 46.9134980198731];5.945698393;46.91349802;39110;39004
ABILLY;0;218;Abilly;abilly;[0.7347872964509751, 46.94112442349674];0.734787296;46.94112442;37160;37001
ABJAT-SUR-BANDIAT;0;1;Abjat-sur-Bandiat;abjat bandiat;[0.759998823063447, 45.58176574153229];0.759998823;45.58176574;24300;24001
ABLAIN-SAINT-NAZAIRE;49;2;Ablain-Saint-Nazaire;ablain saint nazaire;[2.697251633440468, 50.3965609083854];2.697251633;50.39656091;62153;62001
ABLAINCOURT-PRESSOIR;0;4;Ablaincourt-Pressoir;ablaincourt pressoire;[2.824810589205364, 49.84131956230459];2.824810589;49.84131956;80320;80002
ABLAINZEVELLE;0;1;Ablainzevelle;abblainzevelle;[2.741473610956832, 50.15365955201303];2.741473611;50.15365955;62116;62002
ABLEIGES;128;1;Ableiges;ableiges;[1.974865245879408, 49.085772994013176];1.974865246;49.08577299;95450;95002
ABLIS;398;2;Ablis;ablis;[1.850964994211878, 48.52832577073153];1.850964994;48.52832577;78660;78003
ABLON;118;0;Ablon;ablon;[0.28676764858353304, 49.394250611216336];0.286767649;49.39425061;14600;14001
ABLON-SUR-SEINE;454;0;Ablon-sur-Seine;ablon s/ seine;[2.421176293477383, 48.723840946433995];2.421176293;48.72384095;94480;94001
ABONCOURT;0;78;Aboncourt;aboncourt;[6.354164558359265, 49.25651586480697];6.354164558;49.25651586;57920;57001
ABONCOURT-GESINCOURT;12;0;Aboncourt-Gesincourt;aboncourt gesincourt;[5.972573322247964, 47.768356256948856];5.972573322;47.76835626;70500;70002
ABONCOURT-SUR-SEILLE;1;0;Aboncourt-sur-Seille;aboncourt sur seille;[6.35583662298126, 48.81866796571798];6.355836623;48.81866797;57590;57002
ABONDANCE;1;2;Abondance;abondance;[6.73216205379958, 46.26610808156254];6.732162054;46.26610808;74360;74001
ABONDANT;295;37;Abondant;abondant;[1.4200111706160872, 48.79505703098854];1.420011171;48.79505703;28410;28001
ABRESCHVILLER;1;5;Abreschviller;abreshviller;[7.155766860527485, 48.6015720299811];7.155766861;48.60157203;57560;57003
ABZAC;262;1152;Abzac;abzac;[-0.13017980667804802, 45.0106457764429];-0.130179807;45.01064578;33230;33001
ACHEN;0;100;Achen;achen;[7.183668647971369, 49.046252952031104];7.183668648;49.04625295;57412;57006
ACHENHEIM;272;180;Achenheim;achenheim;[7.625406052973432, 48.58046230999777];7.625406053;48.58046231;67204;67001
ACHERY;0;2;Achery;achery;[3.397356321483207, 49.69361877905542];3.397356321;49.69361878;2800;2002
ACHEUX-EN-AMIENOIS;40;1;Acheux-en-Amiénois;acheux en amienois;[2.5311777710640593, 50.071556139487235];2.531177771;50.07155614;80560;80003
ACHEVILLE;0;91;Acheville;acheville;[2.882039154820203, 50.384380304722825];2.882039155;50.3843803;62320;62003
ACHICOURT;1;7;Achicourt;achicourt;[2.756146342714149, 50.27228312804875];2.756146343;50.27228313;62217;62004
ACHIET-LE-GRAND;53;237;Achiet-le-Grand;achiet le grand;[2.779099639165244, 50.13246954833392];2.779099639;50.13246955;62121;62005
ACHIET-LE-PETIT;0;1;Achiet-le-Petit;achiet  le  petit;[2.7552096399039083, 50.125639588779315];2.75520964;50.12563959;62121;62006
ACHUN;0;1;Achun;achun;[3.664187823766602, 47.129684778448755];3.664187824;47.12968478;58110;58001
ACHY;1;0;Achy;achy;[1.971857663683306, 49.55622116330936];1.971857664;49.55622116;60690;60004
ACQ;53;139;Acq;acq;[2.655035279812759, 50.34940494658639];2.65503528;50.34940495;62144;62007
ACQUEVILLE;0;1;;nacqueville;[-0.37056978792335005, 48.970772334773784];-0.370569788;48.97077233;14220;14002
ACQUIGNY;0;18;Acquigny;acquiny;[1.176558174303106, 49.164871739363974];1.176558174;49.16487174;27400;27003
ADAM-LES-VERCEL;1;0;Adam-lès-Vercel;adam les vercel;[6.390473781280479, 47.16235074241779];6.390473781;47.16235074;25530;25007
ADE;55;0;;ade;[-0.026025565990363, 43.14158394716702];-0.026025566;43.14158395;65100;65002
ADELANGE;52;68;Adelange;adelange;[6.606326523537605, 49.007907382786286];6.606326524;49.00790738;57380;57008
ADELANS-ET-LE-VAL-DE-BITHAINE;11;23;Adelans-et-le-Val-de-Bithaine;adelans et le val de bithaine;[6.394276323044024, 47.70615732836155];6.394276323;47.70615733;70200;70004
ADERVIELLE-POUCHERGUES;1;0;Adervielle-Pouchergues;adervielle pouchergues;[0.389922766372776, 42.80172801482873];0.389922766;42.80172801;65240;65003
ADILLY;0;63;Adilly;adilly;[-0.315563835199058, 46.701459572232736];-0.315563835;46.70145957;79200;79002
ADISSAN;1;0;Adissan;adissan;[3.426084759887204, 43.53547351899167];3.42608476;43.53547352;34230;34002
ADON;22;1;Adon;adon;[2.797884994900134, 47.76426837318855];2.797884995;47.76426837;45230;45001
AFA;0;2;Afa;afa;[8.798289367305056, 41.98440893460801];8.798289367;41.98440893;20167;2A001
AFFIEUX;0;98;Affieux;affieux;[1.767512929826896, 45.507962604369425];1.76751293;45.5079626;19260;19001
AGDE;14;3;Agde;agde;[3.48447903132636, 43.3091291159943];3.484479031;43.30912912;34300;34003
AGEL;0;70;Agel;agel;[2.8535479563675112, 43.34826342337987];2.853547956;43.34826342;34210;34004
AGEN;3149;2;Agen;agen;[0.625583928763347, 44.20281391043493];0.625583929;44.20281391;47000;47001
AGEN-D'AVEYRON;26;326;Agen-d'Aveyron;agen d aveyron;[2.693396805134308, 44.3513031938855];2.693396805;44.35130319;12630;12001
AGENVILLE;0;1;Agenvillers;agenville;[2.107770266948304, 50.171803232156975];2.107770267;50.17180323;80370;80005
AGNAC;1;1;Flagnac;agnac;[0.38274295480927, 44.640821375041334];0.382742955;44.64082138;47800;47003
AGNAT;0;48;Agnat;agnat;[3.450181768303905, 45.34504182839903];3.450181768;45.34504183;43100;43001
AGNEZ-LES-DUISANS;0;1;Agnez-lès-Duisans;agnez les duisans;[2.650212883728054, 50.31023221259412];2.650212884;50.31023221;62161;62011
AGNICOURT-ET-SECHELLES;0;2;Agnicourt-et-Séchelles;agnicourt et sechelles;[3.960432118162781, 49.71665736259645];3.960432118;49.71665736;2340;2004
AGNIN;85;218;Agnin;agnin;[4.859978581642487, 45.336599033570046];4.859978582;45.33659903;38150;38003
AGON-COUTAINVILLE;75;38;Agon-Coutainville;agon coutainville;[-1.581445748080829, 49.0388327180596];-1.581445748;49.03883272;50230;50003
AGONGES;24;0;Agonges;agonges;[3.148842784661111, 46.618019703705485];3.148842785;46.6180197;3210;3002
AGUILCOURT;0;62;Aguilcourt;aguilcourt;[3.9680367942598043, 49.39365079600673];3.968036794;49.3936508;2190;2005
AGUTS;20;0;Aguts;aguts;[1.924501413876798, 43.53192391659317];1.924501414;43.53192392;81470;81001
AHETZE;0;2;Ahetze;ahetze;[-1.570679858836872, 43.40427626848624];-1.570679859;43.40427627;64210;64009
AHUILLE;1;313;Ahuillé;ahuille;[-0.8728480033040361, 48.02427496751192];-0.872848003;48.02427497;53940;53001
AHUN;1;1;Ahun;ahun;[2.02430101436116, 46.08616907650751];2.024301014;46.08616908;23150;23001
AHUY;146;0;Ahuy;ahuy;[5.021297274463913, 47.371356342136885];5.021297274;47.37135634;21121;21003
AICIRITS-CAMOU-SUHAST;1;1;Aïcirits-Camou-Suhast;aicirits camou suhast;[-1.016492480983687, 43.353656429253];-1.016492481;43.35365643;64120;64010
AIFFRES;470;1;Aiffres;aiffres;[-0.414290974669818, 46.28205044664139];-0.414290975;46.28205045;79230;79003
AIGLEMONT;140;201;Aiglemont;aiglemont;[4.770087288218811, 49.79022057752294];4.770087288;49.79022058;8090;8003
AIGLEPIERRE;34;0;Aiglepierre;aiglepierre;[5.809537944461578, 46.95539445086392];5.809537944;46.95539445;39110;39006
AIGNAY-LE-DUC;1;76;Aignay-le-Duc;aignay le duc;[4.750718075295068, 47.67175385813293];4.750718075;47.67175386;21510;21004
AIGNE;0;48;Aigne;aigne;[0.105520640210973, 48.067442263258705];0.10552064;48.06744226;72650;72001
AIGREFEUILLE;15;0;Aigrefeuille;aigrefeuille;[1.584214453751248, 43.56936358822488];1.584214454;43.56936359;31280;31003
AIGREFEUILLE-D'AUNIS;2;580;Aigrefeuille-d'Aunis;aigrefeuille d'aunise;[-0.9445420034915841, 46.11650628699099];-0.944542003;46.11650629;17290;17003
AIGREFEUILLE-SUR-MAINE;10;4;Aigrefeuille-sur-Maine;aigrefeuille / maine;[-1.415564555072463, 47.071925661093395];-1.415564555;47.07192566;44140;44002
AIGREMONT;0;17;Aigremont;aigremont;[3.890383439823823, 47.71810135878016];3.89038344;47.71810136;89800;89002
AIGUEBELETTE-LE-LAC;25;0;Aiguebelette-le-Lac;aiguebelette le lac;[5.813875897475978, 45.547687590264196];5.813875897;45.54768759;73610;73001
AIGUEBELLE;0;2;;aiguebelle;[6.304497384682762, 45.53289848056806];6.304497385;45.53289848;73220;73002
AIGUEBLANCHE;0;4;Grand-Aigueblanche;aigueblanche;[6.514707253009179, 45.519864684401604];6.514707253;45.51986468;73260;73003
AIGUEFONDE;0;2;Aiguefonde;aiguefonde;[2.323155814179817, 43.49285501743593];2.323155814;43.49285502;81200;81002
AIGUES-JUNTES;3;0;Aigues-Juntes;aigues juntes;[1.471511230094969, 43.05061796163577];1.47151123;43.05061796;9240;9001
AIGUES-MORTES;1;1;Aigues-Mortes;aigues  mortes;[4.183498020632124, 43.55072496351802];4.183498021;43.55072496;30220;30003
AIGUES-VIVES;680;261;Aigues-Vives;aigues vive;[1.876956389023584, 43.00065753281345];1.876956389;43.00065753;9600;9002
AIGUILHE;2;1;Aiguilhe;aiguilhe;[3.8852472913748173, 45.05306931989762];3.885247291;45.05306932;43000;43002
AIGUINES;0;79;Aiguines;aiguines;[6.304394299442664, 43.728436950555455];6.304394299;43.72843695;83630;83002
AILLANT-SUR-MILLERON;0;3;Aillant-sur-Milleron;aillant sur milleron;[2.936678631044386, 47.79488001838627];2.936678631;47.79488002;45230;45002
AILLANT-SUR-THOLON;4;1;Poilly-sur-Tholon;aillant sur tholon;[3.328348025761321, 47.87108297924452];3.328348026;47.87108298;89110;89003
AILLAS;58;3;Aillas;aillas;[-0.06621573070023601, 44.48352651480088];-0.066215731;44.48352651;33124;33002
AILLEUX;23;0;;jailleux;[3.93365168542564, 45.79916046866707];3.933651685;45.79916047;42130;42002
AILLEVILLERS-ET-LYAUMONT;54;1;Aillevillers-et-Lyaumont;aillevillers et lyaumont;[6.332479861362071, 47.93823328060723];6.332479861;47.93823328;70320;70006
AILLON-LE-JEUNE;57;0;Aillon-le-Jeune;aillon le jeune;[6.08868598171127, 45.60886395285846];6.088685982;45.60886395;73340;73004
AILLY;174;1;Ailly;ailly;[1.244314470678353, 49.15752467483123];1.244314471;49.15752467;27600;27005
AILLY-LE-HAUT-CLOCHER;0;220;Ailly-le-Haut-Clocher;ailly le haut clocher;[1.99604067500245, 50.08136612785724];1.996040675;50.08136613;80690;80009
AILLY-SUR-NOYE;1;0;;ailly sur noyels;[2.346994461966012, 49.74666080441309];2.346994462;49.7466608;80250;80010
AILLY-SUR-SOMME;1;6;Ailly-sur-Somme;ailly / somme;[2.186092227459519, 49.91348765786548];2.186092227;49.91348766;80470;80011
AIMARGUES;3;2;Aimargues;aimargues;[4.203751001248693, 43.67178036934835];4.203751001;43.67178037;30470;30006
AINAY-LE-CHATEAU;2;355;Ainay-le-Château;ainay le château;[2.72085613517662, 46.71556784908535];2.720856135;46.71556785;3360;3003
AINAY-LE-VIEIL;0;1;Ainay-le-Vieil;ainay le vieil;[2.544173799329835, 46.664111403838895];2.544173799;46.6641114;18200;18002
AINCOURT;0;115;Aincourt;aincourt;[1.7740341615322, 49.07284430212834];1.774034162;49.0728443;95510;95008
AINGERAY;0;115;Aingeray;aingeray;[6.019231576398642, 48.736962434358865];6.019231576;48.73696243;54460;54007
AINHARP;0;17;Ainharp;ainharp;[-0.935719451957656, 43.25473886787848];-0.935719452;43.25473887;64130;64012
AINHICE-MONGELOS;0;2;Ainhice-Mongelos;ainhice mongelos;[-1.15953469931854, 43.21434122157467];-1.159534699;43.21434122;64220;64013
AINVELLE;21;31;Ainvelle;ainvelle;[5.8289171506325115, 47.98737959652552];5.828917151;47.9873796;88320;88004
AIRAINES;290;0;Airaines;airaines;[1.945130357366235, 49.972071231800356];1.945130357;49.97207123;80270;80013
AIRAN;0;1;;airan;[-0.145440484478934, 49.09531242185937];-0.145440484;49.09531242;14370;14005
AIRE;14;43;Aire;aire;[4.163888725751708, 49.4707483814904];4.163888726;49.47074838;8190;8004
AIRE-SUR-L'ADOUR;120;59;Aire-sur-l'Adour;aire sur l'adour;[-0.265145513574342, 43.698352573596225];-0.265145514;43.69835257;40800;40001
AIRION;84;0;Airion;airion;[2.418143125941194, 49.422251407853174];2.418143126;49.42225141;60600;60008
AIRON-NOTRE-DAME;1;0;Airon-Notre-Dame;airon notre dame;[1.6678908719163812, 50.441220744588854];1.667890872;50.44122074;62180;62015
AISEREY;0;2;Aiserey;aiserey;[5.168765224556494, 47.17287858925092];5.168765225;47.17287859;21110;21005
AISEY-ET-RICHECOURT;0;31;Aisey-et-Richecourt;aisey et richecourt;[5.955366981133521, 47.88811394940622];5.955366981;47.88811395;70500;70009
AISEY-SUR-SEINE;19;60;Aisey-sur-Seine;aisey sur seine;[4.578148421307759, 47.74798655376914];4.578148421;47.74798655;21400;21006
AISONVILLE-ET-BERNOVILLE;11;0;Aisonville-et-Bernoville;aisonville et bernoville;[3.511202055932772, 49.93014816198993];3.511202056;49.93014816;2110;2006
AITON;0;293;Aiton;aiton;[6.257350927000711, 45.57337926431312];6.257350927;45.57337926;73220;73007
AIX;55;0;;aix;[3.30536772065253, 50.49842104295414];3.305367721;50.49842104;59310;59004
AIX-EN-PROVENCE;5050;315;Aix-en-Provence;aix en provence;[5.398574445818331, 43.53607083783732];5.398574446;43.53607084;13080/13090/13100/13290/13540;13001
AIX-LES-BAINS;20;101;Aix-les-Bains;aix les bains;[5.903886269549161, 45.697854167500566];5.90388627;45.69785417;73100;73008
AIX-NOULETTE;3;648;Aix-Noulette;aix  noulette;[2.7126396870438843, 50.42124240849888];2.712639687;50.42124241;62160;62019
AIXE-SUR-VIENNE;19;2;Aixe-sur-Vienne;aix sur vienne;[1.132561198855963, 45.798115838998214];1.132561199;45.79811584;87700;87001
AIZE;9;0;Aize;aize;[1.706617238594939, 47.10789900640092];1.706617239;47.10789901;36150;36002
AIZECOURT-LE-BAS;6;0;Aizecourt-le-Bas;aizecourt le bas;[3.029093993687798, 49.98677681918388];3.029093994;49.98677682;80240;80014
AIZIER;18;0;Aizier;aizier;[0.626081675932558, 49.43071819975582];0.626081676;49.4307182;27500;27006
AJAC;20;0;Ajac;ajac;[2.136724636546157, 43.044988050261765];2.136724637;43.04498805;11300;11003
AJACCIO;20;63;Ajaccio;ajaccio cedex 2;[8.701322759741174, 41.93479266376617];8.70132276;41.93479266;20000;2A004
AJOUX;4;0;Ajoux;ajoux;[4.485653708192378, 44.75505739052665];4.485653708;44.75505739;7000;7004
ALAIGNE;39;0;Alaigne;alaigne;[2.092033684212427, 43.097828662823396];2.092033684;43.09782866;11240;11004
ALAINCOURT;37;39;Alaincourt;alaincourt;[6.099966095706193, 47.94627727671953];6.099966096;47.94627728;70210;70010
ALAINCOURT-LA-COTE;0;26;Alaincourt-la-Côte;alaincourt la cote;[6.340374046519289, 48.896997089371354];6.340374047;48.89699709;57590;57010
ALAIRAC;0;2;Alairac;alairac;[2.237043920601894, 43.18203065229934];2.237043921;43.18203065;11290;11005
ALAN;0;1;Alan;alan;[0.927625726585069, 43.220087804232804];0.927625727;43.2200878;31420;31005
ALANDO;3;0;Alando;alando;[9.286302046317063, 42.30724940539423];9.286302046;42.30724941;20212;2B005
ALATA;231;660;Alata;alata;[8.731332065024407, 41.97351866820494];8.731332065;41.97351867;20167;2A006
ALBARET-LE-COMTAL;23;0;Albaret-le-Comtal;albaret le comtal;[3.143836781253633, 44.86766279984636];3.143836781;44.8676628;48310;48001
ALBARET-SAINTE-MARIE;1;82;Albaret-Sainte-Marie;albaret saint marie;[3.250643554508501, 44.88644228135432];3.250643555;44.88644228;48200;48002
ALBEFEUILLE-LAGARDE;1;0;Albefeuille-Lagarde;albefeuille lagardde;[1.273981426542231, 44.048297163608034];1.273981427;44.04829716;82290;82001
ALBENS;152;0;;albens;[5.937310677893257, 45.78998874604221];5.937310678;45.78998875;73410;73010
ALBEPIERRE-BREDONS;0;55;Albepierre-Bredons;albepierre bredons;[2.820441001031499, 45.07736280924149];2.820441001;45.07736281;15300;15025
ALBERT;733;3;Albert;albert;[2.6483138295981563, 50.00408293440357];2.64831383;50.00408293;80300;80016
ALBERTVILLE;1051;2;Albertville;albertville;[6.404603386426393, 45.66839872767978];6.404603386;45.66839873;73200;73011
ALBI;13;9;Albi;albi;[2.1468632855467, 43.925821362210215];2.146863286;43.92582136;81000;81004
ALBIAC;3;0;Albiac;albiac;[1.78268278702391, 43.55580120462838];1.782682787;43.5558012;31460;31006
ALBIAS;0;715;Albias;albias;[1.4485643162193431, 44.081597185073406];1.448564316;44.08159719;82350;82002
ALBIERES;0;2;Albières;albiere;[2.446392915054155, 42.94671873700235];2.446392915;42.94671874;11330;11007
ALBIES;9;0;Albiès;albies;[1.698008182911342, 42.754453392663635];1.698008183;42.75445339;9310;9004
ALBIGNY-SUR-SAONE;0;4;Albigny-sur-Saône;albigny sur saone (69250);[4.830768828638146, 45.86421468775907];4.830768829;45.86421469;69250;69003
ALBINE;46;2;Albine;albine;[2.528119695167871, 43.443947457662624];2.528119695;43.44394746;81240;81005
ALBON;0;478;Albon;albon;[4.862352518065904, 45.23888977223814];4.862352518;45.23888977;26140;26002
ALBOUSSIERE;1;315;Alboussière;alboussiere;[4.7341321332886235, 44.93975846073494];4.734132133;44.93975846;7440;7007
ALEMBON;32;0;Alembon;alembon;[1.87194877838883, 50.78057512484155];1.871948778;50.78057512;62850;62020
ALENCON;1538;8;Alençon;alencon;[0.09154069161071701, 48.43181930818435];0.091540692;48.43181931;61000;61001
ALERIA;0;1;Aléria;aleria;[9.495645511998886, 42.10591050581874];9.495645512;42.10591051;20270;2B009
ALES;3;10;;ales;[4.088285012619183, 44.12500991260476];4.088285013;44.12500991;30100;30007
ALETTE;0;99;Alette;alette;[1.850830005227594, 50.5243815309772];1.850830005;50.52438153;62650;62021
ALEX;0;485;Allex;alex;[6.236337690925467, 45.88069202227175];6.236337691;45.88069202;74290;74003
ALEYRAC;2;0;;alteyrac;[4.945898324051007, 44.49890991330356];4.945898324;44.49890991;26770;26003
ALFORTVILLE;2808;20;Alfortville;alfort ville;[2.421245932413397, 48.79608438635091];2.421245932;48.79608439;94140;94002
ALGANS;0;2;Algans;algans;[1.8915143895733002, 43.60010827240267];1.89151439;43.60010827;81470;81006
ALGOLSHEIM;105;1;Algolsheim;algolsheim;[7.549808405251277, 48.003494295263664];7.549808405;48.0034943;68600;68001
ALIGNAN-DU-VENT;127;0;Alignan-du-Vent;alignan du vent;[3.3392572471375352, 43.46881227464446];3.339257247;43.46881227;34290;34009
ALINCTHUN;1;0;Alincthun;alincthun;[1.81018390431576, 50.721397904707494];1.810183904;50.7213979;62142;62022
ALISE-SAINTE-REINE;3;1;Alise-Sainte-Reine;alise st reine;[4.488201213427884, 47.53551459849565];4.488201213;47.5355146;21150;21008
ALISSAS;0;303;Alissas;alissas;[4.6240636082986875, 44.70703370342646];4.624063608;44.7070337;7210;7008
ALIX;0;1;Alix;alix;[4.655003931320908, 45.91682532914375];4.655003931;45.91682533;69380;69004
ALIZAY;0;234;Alizay;alizay;[1.178283610306467, 49.32190749580053];1.17828361;49.3219075;27460;27008
ALLAIN;44;0;Allain;allain;[5.920898832589333, 48.54966544385728];5.920898833;48.54966544;54170;54008
ALLAINES;1;0;Allaines;allaine;[2.937449143404325, 49.96325775269704];2.937449143;49.96325775;80200;80017
ALLAINVILLE;6;25;Allainville;allainville;[1.2947422383585891, 48.72141342327158];1.294742238;48.72141342;28500;28003
ALLAIRE;2;900;Allaire;allaire;[-2.176815074964924, 47.63921934448968];-2.176815075;47.63921934;56350;56001
ALLAMPS;0;1;Allamps;allamps;[5.8146483147270125, 48.54837487500727];5.814648315;48.54837488;54112;54010
ALLAN;200;1;Allan;allan;[4.79847467163193, 44.49423394248657];4.798474672;44.49423394;26780;26005
ALLAND'HUY-ET-SAUSSEUIL;0;45;Alland'Huy-et-Sausseuil;alland huy et sausseuil;[4.549194047065467, 49.51194837711147];4.549194047;49.51194838;8130;8006
ALLAS-BOCAGE;0;1;Allas-Bocage;allas bocage;[-0.49784568320850403, 45.382760065943515];-0.497845683;45.38276007;17150;17005
ALLAS-CHAMPAGNE;0;1;Allas-Champagne;allas champagne;[-0.339612863622743, 45.47264069822347];-0.339612864;45.4726407;17500;17006
ALLASSAC;292;1;Allassac;allassac;[1.4691806155201501, 45.25562201485651];1.469180616;45.25562201;19240;19005
ALLAUCH;2;7;Allauch;allauch;[5.511347671868928, 43.353314571249975];5.511347672;43.35331457;13190;13002
ALLEGRE;47;195;Allègre;allegre;[3.689909960823627, 45.18843215612829];3.689909961;45.18843216;43270;43003
ALLEGRE-LES-FUMADES;133;0;Allègre-les-Fumades;allegre les fumades;[4.2533959295463895, 44.19760136576085];4.25339593;44.19760137;30500;30008
ALLEINS;0;4;Alleins;alleins;[5.151050292068968, 43.707419774549614];5.151050292;43.70741977;13980;13003
ALLEMAGNE-EN-PROVENCE;0;213;Allemagne-en-Provence;allemagne en provence;[6.030918320010532, 43.7887902463964];6.03091832;43.78879025;4500;4004
ALLEMANCHE-LAUNAY-ET-SOYER;8;1;Allemanche-Launay-et-Soyer;allemanche launay et soyer;[3.790986711247096, 48.60668901815509];3.790986711;48.60668902;51260;51004
ALLEMANS-DU-DROPT;0;1;Allemans-du-Dropt;allemans du dropt;[0.28653831127803503, 44.62319831393618];0.286538311;44.62319831;47800;47005
ALLENAY;0;7;Allenay;allenay;[1.4929420170915582, 50.08647033187886];1.492942017;50.08647033;80130;80018
ALLENJOIE;0;80;Allenjoie;allenjoie;[6.893146705898823, 47.53545377445514];6.893146706;47.53545377;25490;25011
ALLENNES-LES-MARAIS;334;5;Allennes-les-Marais;allenes les marais;[2.948658772617086, 50.54170635715109];2.948658773;50.54170636;59251;59005
ALLERIOT;0;1;Allériot;alleriot;[4.955512901727031, 46.798841983437036];4.955512902;46.79884198;71380;71004
ALLEVARD;0;466;Allevard;allevard;[6.114104402847812, 45.37988222821291];6.114104403;45.37988223;38580;38006
ALLEVES;47;1;Allèves;alleves;[6.08634740224994, 45.75886558716284];6.086347402;45.75886559;74540;74004
ALLEYRAT;0;37;Alleyrat;alleyrat;[2.218362084393188, 45.563672608470135];2.218362084;45.56367261;19200;19006
ALLEZ-ET-CAZENEUVE;1;1;Allez-et-Cazeneuve;allez et lazeneuve;[0.6285012058074011, 44.38194083066448];0.628501206;44.38194083;47110;47006
ALLIANCELLES;0;1;Alliancelles;alliancelles;[4.874185197583062, 48.80338696186515];4.874185198;48.80338696;51250;51006
ALLIAT;0;12;Alliat;alliat;[1.5811416743528461, 42.815902005572205];1.581141674;42.81590201;9400;9006
ALLIBAUDIERES;0;108;Allibaudières;allibaudiere;[4.122927712355601, 48.58639979643813];4.122927712;48.5863998;10700;10004
ALLIER;0;1;;allier;[0.1267910653091, 43.18004927365391];0.126791065;43.18004927;65360;65005
ALLIGNY-EN-MORVAN;0;206;Alligny-en-Morvan;alligny en morvan;[4.173386332345057, 47.20971684291865];4.173386332;47.20971684;58230;58003
ALLINEUC;0;146;Allineuc;allineuc;[-2.867360987439975, 48.311309149599204];-2.867360987;48.31130915;22460;22001
ALLINGES;0;511;Allinges;allinges;[6.4651214275103435, 46.33370902803297];6.465121428;46.33370903;74200;74005
ALLOGNY;0;3;Allogny;allogny;[2.306811368822307, 47.233986664463934];2.306811369;47.23398666;18110;18004
ALLONDAZ;12;0;Allondaz;allondaz;[6.372238351214217, 45.71165303264503];6.372238351;45.71165303;73200;73014
ALLONDRELLE-LA-MALMAISON;3;3;Allondrelle-la-Malmaison;allondrelle lamalmaison;[5.568775224404951, 49.51069310008919];5.568775224;49.5106931;54260;54011
ALLONNE;202;202;Allonne;allonne;[2.118834424917172, 49.3965343512481];2.118834425;49.39653435;60000;60009
ALLONNES;0;2;Allonnes;allonnes;[0.011112708236296, 47.30347469470464];0.011112708;47.30347469;49650;49002
ALLONS;9;4;Allons;allons;[6.590327442378075, 43.98038849725936];6.590327442;43.9803885;4170;4005
ALLONZIER-LA-CAILLE;2;4;Allonzier-la-Caille;allonsier la caille;[6.104820486889548, 46.00052769898526];6.104820487;46.0005277;74350;74006
ALLOUVILLE-BELLEFOSSE;3;234;Allouville-Bellefosse;allouville bellefosse;[0.665436022637207, 49.59464095727125];0.665436023;49.59464096;76190;76001
ALMAYRAC;0;2;Almayrac;almayrac;[2.155985909001007, 44.098929681471425];2.155985909;44.09892968;81190;81008
ALMENECHES;2;2;Almenêches;almeneches;[0.12568137009503902, 48.69822480161666];0.12568137;48.6982248;61570;61002
ALOS-SIBAS-ABENSE;0;34;Alos-Sibas-Abense;alos sibas abense;[-0.8779669062759211, 43.112916510150534];-0.877966906;43.11291651;64470;64017
ALOXE-CORTON;0;3;Aloxe-Corton;aloxe corton;[4.861232050879778, 47.06823931287856];4.861232051;47.06823931;21420;21010
ALQUINES;23;0;Alquines;alquines;[1.9927925807786142, 50.73356858113621];1.992792581;50.73356858;62850;62024
ALRANCE;0;77;Alrance;alrance;[2.675604443992526, 44.13522415991198];2.675604444;44.13522416;12430;12006
ALTHEN-DES-PALUDS;1;4;Althen-des-Paluds;althen des paluds;[4.957938041863779, 44.00480870824112];4.957938042;44.00480871;84210;84001
ALTIER;15;0;Altier;altier;[3.85680054016633, 44.45968019098127];3.85680054;44.45968019;48800;48004
ALTKIRCH;1;4;Altkirch;altkirch;[7.244843296217765, 47.62103365380258];7.244843296;47.62103365;68130;68004
ALTRIPPE;0;1;Altrippe;altrippe;[6.815557404924505, 49.02737334105374];6.815557405;49.02737334;57660;57014
